"DatasetId","ColumnVariableCode","ColumnVariableMeasurementUnit","ColumnVariableDescription"
"QS211EW","QS211EW0190","Count","Black/African/Caribbean/Black British: Nigerian"
"QS211EW","QS211EW0191","Count","Black/African/Caribbean/Black British: North African"
"QS211EW","QS211EW0192","Count","Black/African/Caribbean/Black British: North American"
"QS211EW","QS211EW0193","Count","Black/African/Caribbean/Black British: Other Western European"
"QS211EW","QS211EW0194","Count","Black/African/Caribbean/Black British: Polynesia/Micronesia/Melanesia"
"QS211EW","QS211EW0195","Count","Black/African/Caribbean/Black British: Somali"
"QS211EW","QS211EW0196","Count","Black/African/Caribbean/Black British: Somalilander"
"QS211EW","QS211EW0197","Count","Black/African/Caribbean/Black British: Sri Lankan"
"QS211EW","QS211EW0198","Count","Black/African/Caribbean/Black British: Any other ethnic group"
"QS211EW","QS211EW0199","Count","Other ethnic group: Arab"
"QS211EW","QS211EW0200","Count","Other ethnic group: Afghan"
"QS211EW","QS211EW0201","Count","Other ethnic group: African/Arab"
"QS211EW","QS211EW0202","Count","Other ethnic group: Albanian"
"QS211EW","QS211EW0203","Count","Other ethnic group: Anglo Indian"
"QS211EW","QS211EW0204","Count","Other ethnic group: Australian/New Zealander"
"QS211EW","QS211EW0205","Count","Other ethnic group: Baltic States"
"QS211EW","QS211EW0206","Count","Other ethnic group: Bosnian"
"QS211EW","QS211EW0207","Count","Other ethnic group: Brazilian"
"QS211EW","QS211EW0208","Count","Other ethnic group: Burmese"
"QS211EW","QS211EW0209","Count","Other ethnic group: Caribbean Asian"
"QS211EW","QS211EW0210","Count","Other ethnic group: Chilean"
"QS211EW","QS211EW0211","Count","Other ethnic group: Colombian"
"QS211EW","QS211EW0212","Count","Other ethnic group: Commonwealth of (Russian) Independent States"
"QS211EW","QS211EW0213","Count","Other ethnic group: Cypriot (part not stated)"
"QS211EW","QS211EW0214","Count","Other ethnic group: Ecuadorian"
"QS211EW","QS211EW0215","Count","Other ethnic group: European Mixed"
"QS211EW","QS211EW0216","Count","Other ethnic group: Filipino"
"QS211EW","QS211EW0217","Count","Other ethnic group: Greek"
"QS211EW","QS211EW0218","Count","Other ethnic group: Greek Cypriot"
"QS211EW","QS211EW0219","Count","Other ethnic group: Indonesian"
"QS211EW","QS211EW0220","Count","Other ethnic group: Iranian"
"QS211EW","QS211EW0221","Count","Other ethnic group: Israeli"
"QS211EW","QS211EW0222","Count","Other ethnic group: Italian"
"QS211EW","QS211EW0223","Count","Other ethnic group: Japanese"
"QS211EW","QS211EW0224","Count","Other ethnic group: Kashmiri"
"QS211EW","QS211EW0225","Count","Other ethnic group: Korean"
"QS211EW","QS211EW0226","Count","Other ethnic group: Kosovan"
"QS211EW","QS211EW0227","Count","Other ethnic group: Kurdish"
"QS211EW","QS211EW0228","Count","Other ethnic group: Latin/South/Central American"
"QS211EW","QS211EW0229","Count","Other ethnic group: Malaysian"
"QS211EW","QS211EW0230","Count","Other ethnic group: Mexican"
"QS211EW","QS211EW0231","Count","Other ethnic group: Moroccan"
"QS211EW","QS211EW0232","Count","Other ethnic group: Multi-ethnic islands"
"QS211EW","QS211EW0233","Count","Other ethnic group: Nepalese (includes Gurkha)"
"QS211EW","QS211EW0234","Count","Other ethnic group: North African"
"QS211EW","QS211EW0235","Count","Other ethnic group: North American"
"QS211EW","QS211EW0236","Count","Other ethnic group: Other Eastern European"
"QS211EW","QS211EW0237","Count","Other ethnic group: Other Middle East"
"QS211EW","QS211EW0238","Count","Other ethnic group: Other Western European"
"QS211EW","QS211EW0239","Count","Other ethnic group: Peruvian"
"QS211EW","QS211EW0240","Count","Other ethnic group: Polish"
"QS211EW","QS211EW0241","Count","Other ethnic group: Polynesia/Micronesia/Melanesia"
"QS211EW","QS211EW0242","Count","Other ethnic group: Punjabi"
"QS211EW","QS211EW0243","Count","Other ethnic group: Somali"
"QS211EW","QS211EW0244","Count","Other ethnic group: Somalilander"
"QS211EW","QS211EW0245","Count","Other ethnic group: Sri Lankan"
"QS211EW","QS211EW0246","Count","Other ethnic group: Tamil"
"QS211EW","QS211EW0247","Count","Other ethnic group: Thai"
"QS211EW","QS211EW0248","Count","Other ethnic group: Turkish"
"QS211EW","QS211EW0249","Count","Other ethnic group: Turkish Cypriot"
"QS211EW","QS211EW0250","Count","Other ethnic group: Vietnamese"
"QS211EW","QS211EW0251","Count","Other ethnic group: Any other ethnic group"
"QS301EW","QS301EW0001","Count","All categories: Provision of unpaid care"
"QS301EW","QS301EW0002","Count","Provides no unpaid care"
"QS301EW","QS301EW0003","Count","Provides 1 to 19 hours unpaid care a week"
"QS301EW","QS301EW0004","Count","Provides 20 to 49 hours unpaid care a week"
"QS301EW","QS301EW0005","Count","Provides 50 or more hours unpaid care a week"
"QS302EW","QS302EW0001","Count","All categories: General health"
"QS302EW","QS302EW0002","Count","Very good health"
"QS302EW","QS302EW0003","Count","Good health"
"QS302EW","QS302EW0004","Count","Fair health"
"QS302EW","QS302EW0005","Count","Bad health"
"QS302EW","QS302EW0006","Count","Very bad health"
"QS303EW","QS303EW0001","Count","All categories: Long-term health problem or disability"
"QS303EW","QS303EW0002","Count","Day-to-day activities limited a lot"
"QS303EW","QS303EW0003","Count","Day-to-day activities limited a little"
"QS303EW","QS303EW0004","Count","Day-to-day activities not limited"
"QS401EW","QS401EW0001","Count","All categories: Accommodation type"
"QS401EW","QS401EW0002","Count","Unshared dwelling: Total"
"QS401EW","QS401EW0003","Count","Unshared dwelling: Whole house or bungalow: Total"
"QS401EW","QS401EW0004","Count","Unshared dwelling: Whole house or bungalow: Detached"
"QS401EW","QS401EW0005","Count","Unshared dwelling: Whole house or bungalow: Semi-detached"
"QS401EW","QS401EW0006","Count","Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace)"
"QS401EW","QS401EW0007","Count","Unshared dwelling: Flat, maisonette or apartment: Total"
"QS401EW","QS401EW0008","Count","Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement"
"QS401EW","QS401EW0009","Count","Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)"
"QS401EW","QS401EW0010","Count","Unshared dwelling: Flat, maisonette or apartment: In commercial building"
"QS401EW","QS401EW0011","Count","Unshared dwelling: Caravan or other mobile or temporary structure"
"QS401EW","QS401EW0012","Count","Shared dwelling"
"QS402EW","QS402EW0001","Count","All categories: Accommodation type"
"QS402EW","QS402EW0002","Count","Unshared dwelling: Total"
"QS402EW","QS402EW0003","Count","Unshared dwelling: Whole house or bungalow: Total"
"QS402EW","QS402EW0004","Count","Unshared dwelling: Whole house or bungalow: Detached"
"QS402EW","QS402EW0005","Count","Unshared dwelling: Whole house or bungalow: Semi-detached"
"QS402EW","QS402EW0006","Count","Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace)"
"QS402EW","QS402EW0007","Count","Unshared dwelling: Flat, maisonette or apartment: Total"
"QS402EW","QS402EW0008","Count","Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement"
"QS402EW","QS402EW0009","Count","Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)"
"QS402EW","QS402EW0010","Count","Unshared dwelling: Flat, maisonette or apartment: In commercial building"
"QS402EW","QS402EW0011","Count","Unshared dwelling: Caravan or other mobile or temporary structure"
"QS402EW","QS402EW0012","Count","Shared dwelling"
"QS403EW","QS403EW0001","Count","All categories: Tenure"
"QS403EW","QS403EW0002","Count","Owned: Total"
"QS403EW","QS403EW0003","Count","Owned: Owned outright"
"QS403EW","QS403EW0004","Count","Owned: Owned with a mortgage or loan"
"QS403EW","QS403EW0005","Count","Shared ownership (part owned and part rented)"
"QS403EW","QS403EW0006","Count","Social rented: Total"
"QS403EW","QS403EW0007","Count","Social rented: Rented from council (Local Authority)"
"QS403EW","QS403EW0008","Count","Social rented: Other social rented"
"QS403EW","QS403EW0009","Count","Private rented: Total"
"QS403EW","QS403EW0010","Count","Private rented: Private landlord or letting agency"
"QS403EW","QS403EW0011","Count","Private rented: Employer of a household member"
"QS403EW","QS403EW0012","Count","Private rented: Relative or friend of household member"
"QS403EW","QS403EW0013","Count","Private rented: Other"
"QS403EW","QS403EW0014","Count","Living rent free"
"QS404EW","QS404EW0001","Count","All categories: Tenure"
"QS404EW","QS404EW0002","Count","Owned"
"QS404EW","QS404EW0003","Count","Shared ownership (part owned and part rented)"
"QS404EW","QS404EW0004","Count","Rented from council (Local Authority)"
"QS404EW","QS404EW0005","Count","Other social rented"
"QS404EW","QS404EW0006","Count","Private rented"
"QS404EW","QS404EW0007","Count","Living rent free"
"QS405EW","QS405EW0001","Count","All categories: Tenure"
"QS405EW","QS405EW0002","Count","Owned: Total"
"QS405EW","QS405EW0003","Count","Owned: Owned outright"
"QS405EW","QS405EW0004","Count","Owned: Owned with a mortgage or loan"
"QS405EW","QS405EW0005","Count","Shared ownership (part owned and part rented)"
"QS405EW","QS405EW0006","Count","Social rented: Total"
"QS405EW","QS405EW0007","Count","Social rented: Rented from council (Local Authority)"
"QS405EW","QS405EW0008","Count","Social rented: Other social rented"
"QS405EW","QS405EW0009","Count","Private rented: Total"
"QS405EW","QS405EW0010","Count","Private rented: Private landlord or letting agency"
"QS405EW","QS405EW0011","Count","Private rented: Employer of a household member"
"QS405EW","QS405EW0012","Count","Private rented: Relative or friend of household member"
"QS405EW","QS405EW0013","Count","Private rented: Other"
"QS405EW","QS405EW0014","Count","Living rent free"
"QS406EW","QS406EW0001","Count","All categories: Household size"
"QS406EW","QS406EW0002","Count","1 person in household"
"QS406EW","QS406EW0003","Count","2 people in household"
"QS406EW","QS406EW0004","Count","3 people in household"
"QS406EW","QS406EW0005","Count","4 people in household"
"QS406EW","QS406EW0006","Count","5 people in household"
"QS406EW","QS406EW0007","Count","6 people in household"
"QS406EW","QS406EW0008","Count","7 people in household"
"QS406EW","QS406EW0009","Count","8 or more people in household"
"QS407EW","QS407EW0001","Count","All categories: Number of rooms"
"QS407EW","QS407EW0002","Count","1 room"
"QS407EW","QS407EW0003","Count","2 rooms"
"QS407EW","QS407EW0004","Count","3 rooms"
"QS407EW","QS407EW0005","Count","4 rooms"
"QS407EW","QS407EW0006","Count","5 rooms"
"QS407EW","QS407EW0007","Count","6 rooms"
"QS407EW","QS407EW0008","Count","7 rooms"
"QS407EW","QS407EW0009","Count","8 rooms"
"QS407EW","QS407EW0010","Count","9 or more rooms"
"QS408EW","QS408EW0001","Count","All categories: Occupancy rating (rooms) "
"QS408EW","QS408EW0002","Count","Occupancy rating (rooms) of +2 or more"
"QS408EW","QS408EW0003","Count","Occupancy rating (rooms) of +1"
"QS408EW","QS408EW0004","Count","Occupancy rating (rooms) of 0"
"QS408EW","QS408EW0005","Count","Occupancy rating (rooms) of -1"
"QS408EW","QS408EW0006","Count","Occupancy rating (rooms) of -2 or less"
"QS409EW","QS409EW0001","Count","All categories: Number of persons per room in household"
"QS409EW","QS409EW0002","Count","Up to 0.5 persons per room"
"QS409EW","QS409EW0003","Count","Over 0.5 and up to 1.0 persons per room"
"QS409EW","QS409EW0004","Count","Over 1.0 and up to 1.5 persons per room"
"QS409EW","QS409EW0005","Count","Over 1.5 persons per room"
"QS410EW","QS410EW0001","Count","All categories: Number of persons per room in household"
"QS410EW","QS410EW0002","Count","Up to 0.5 persons per room"
"QS410EW","QS410EW0003","Count","Over 0.5 and up to 1.0 persons per room"
"QS410EW","QS410EW0004","Count","Over 1.0 and up to 1.5 persons per room"
"QS410EW","QS410EW0005","Count","Over 1.5 persons per room"
"QS411EW","QS411EW0001","Count","All categories: Number of bedrooms"
"QS411EW","QS411EW0002","Count","No bedrooms"
"QS411EW","QS411EW0003","Count","1 bedroom"
"QS411EW","QS411EW0004","Count","2 bedrooms"
"QS411EW","QS411EW0005","Count","3 bedrooms"
"QS411EW","QS411EW0006","Count","4 bedrooms"
"QS411EW","QS411EW0007","Count","5 or more bedrooms"
"QS412EW","QS412EW0001","Count","All categories: Occupancy rating (bedrooms)"
"QS412EW","QS412EW0002","Count","Occupancy rating (bedrooms) of +2 or more"
"QS412EW","QS412EW0003","Count","Occupancy rating (bedrooms) of +1"
"QS412EW","QS412EW0004","Count","Occupancy rating (bedrooms) of 0"
"QS412EW","QS412EW0005","Count","Occupancy rating (bedrooms) of -1"
"QS412EW","QS412EW0006","Count","Occupancy rating (bedrooms) of -2 or less"
"QS413EW","QS413EW0001","Count","All categories: Number of persons per bedroom in household"
"QS413EW","QS413EW0002","Count","Up to 0.5 persons per bedroom"
"QS413EW","QS413EW0003","Count","Over 0.5 and up to 1.0 persons per bedroom"
"QS413EW","QS413EW0004","Count","Over 1.0 and up to 1.5 persons per bedroom"
"QS413EW","QS413EW0005","Count","Over 1.5 persons per bedroom"
"QS414EW","QS414EW0001","Count","All categories: Number of persons per bedroom in household"
"QS414EW","QS414EW0002","Count","Up to 0.5 persons per bedroom"
"QS414EW","QS414EW0003","Count","Over 0.5 and up to 1.0 persons per bedroom"
"QS414EW","QS414EW0004","Count","Over 1.0 and up to 1.5 persons per bedroom"
"QS414EW","QS414EW0005","Count","Over 1.5 persons per bedroom"
"QS415EW","QS415EW0001","Count","All categories: Type of central heating in household"
"QS415EW","QS415EW0002","Count","No central heating "
"QS415EW","QS415EW0003","Count","Gas central heating"
"QS415EW","QS415EW0004","Count","Electric (including storage heaters) central heating"
"QS415EW","QS415EW0005","Count","Oil central heating"
"QS415EW","QS415EW0006","Count","Solid fuel (for example wood, coal) central heating"
"QS415EW","QS415EW0007","Count","Other central heating"
"QS415EW","QS415EW0008","Count","Two or more types of central heating"
"QS416EW","QS416EW0001","Count","All categories: Car or van availability"
"QS416EW","QS416EW0002","Count","No cars or vans in household"
"QS416EW","QS416EW0003","Count","1 car or van in household"
"QS416EW","QS416EW0004","Count","2 cars or vans in household"
"QS416EW","QS416EW0005","Count","3 cars or vans in household"
"QS416EW","QS416EW0006","Count","4 or more cars or vans in household"
"QS416EW","QS416EW0007","Sum","All categories: Car or van availability"
"QS417EW","QS417EW0001","Count","All categories: Household spaces"
"QS417EW","QS417EW0002","Count","Household spaces with at least one usual resident"
"QS417EW","QS417EW0003","Count","Household spaces with no usual residents"
"QS418EW","QS418EW0001","Count","All categories: Dwelling type"
"QS418EW","QS418EW0002","Count","Unshared dwelling"
"QS418EW","QS418EW0003","Count","Shared dwelling"
"QS419EW","QS419EW0001","Count","All categories: Position in communal establishment"
"QS419EW","QS419EW0002","Count","Resident"
"QS419EW","QS419EW0003","Count","Staff or owner"
"QS419EW","QS419EW0004","Count","Family member or partner of staff or owner"
"QS420EW","QS420EW0001","Count","All categories: Communal establishment management and type"
"QS420EW","QS420EW0002","Count","Medical and care establishment: Total"
"QS420EW","QS420EW0003","Count","Medical and care establishment: NHS: Total"
"QS420EW","QS420EW0004","Count","Medical and care establishment: NHS: General hospital"
"QS420EW","QS420EW0005","Count","Medical and care establishment: NHS: Mental health hospital/unit (including secure units)"
"QS420EW","QS420EW0006","Count","Medical and care establishment: NHS: Other hospital"
"QS420EW","QS420EW0007","Count","Medical and care establishment: Local Authority: Total"
"QS420EW","QS420EW0008","Count","Medical and care establishment: Local Authority: Children's home (including secure units)"
"QS420EW","QS420EW0009","Count","Medical and care establishment: Local Authority: Care home with nursing"
"QS420EW","QS420EW0010","Count","Medical and care establishment: Local Authority: Care home without nursing"
"QS420EW","QS420EW0011","Count","Medical and care establishment: Local Authority: Other home"
"QS420EW","QS420EW0012","Count","Medical and care establishment: Registered Social Landlord/Housing Association: Total"
"QS420EW","QS420EW0013","Count","Medical and care establishment: Registered Social Landlord/Housing Association: Home or hostel"
"QS420EW","QS420EW0014","Count","Medical and care establishment: Registered Social Landlord/Housing Association: Sheltered housing only"
